loading annotations into memory...
Done (t=0.98s)
(1, 'dreamliner')
(1, 'dreamily')
(1, 'dream:')
(1, 'drawn,')
(1, 'drawling')
(1, 'drawing,')
(1, 'drawer,a')
(1, 'drapped')
(1, 'drapery')
(1, 'draperies/')
(1, 'drama')
(1, 'drak')
(1, 'drainpipe')
(1, 'drainer,')
(1, 'drain,')
(1, 'dragonflies')
(1, 'dragonair')
(1, 'dragger')
(1, 'drab-colored')
(1, 'doxes')
(1, 'dowtown')
(1, 'dowser')
(1, 'dows')
(1, 'downy,')
(1, 'downturned')
(1, 'downtown"')
(1, 'downstroke')
(1, 'downstream')
(1, 'downspout')
(1, 'downloaded')
(1, 'downlight')
(1, 'downhearted')
(1, 'downfall')
(1, 'downcast')
(1, 'down-sloping,')
(1, 'down-sloping')
(1, 'down,,')
(1, 'dowmtown')
(1, 'dowl')
(1, 'dowels')
(1, 'douses')
(1, 'dour')
(1, 'dounuts')
(1, 'douhnut')
(1, 'dougnuts,')
(1, 'doughy')
(1, 'doughnutes')
(1, 'doughnut-making')
(1, "doughnut's")
(1, 'doughnouts')
(1, 'dough!')
(1, 'douevres')
(1, "doubles'")
(1, 'doubledoor')
(1, 'doublebdecker')
(1, 'double-hung')
(1, 'double-handed')
(1, 'double-gripping')
(1, 'double-deckered')
(1, 'double-decker,')
(1, 'double-buss')
(1, 'double-breasted')
(1, 'double-bed')
(1, 'doube-decker')
(1, 'dots,')
(1, 'dostance')
(1, 'doses')
(1, 'dose')
(1, 'dormitories')
(1, 'dormers')
(1, 'dorm-type')
(1, 'dork')
(1, 'doris')
(1, 'doraemon')
(1, 'dora')
(1, 'doot')
(1, 'doorwat')
(1, 'doorsteps')
(1, 'doormat')
(1, 'doorless')
(1, 'doorknob')
(1, "door's")
(1, 'doog')
(1, 'doofus')
(1, 'doodles')
(1, 'dood')
(1, 'donuts"')
(1, 'donughts')
(1, 'dontop')
(1, 'dons')
(1, 'donoughts')
(1, 'donought')
(1, 'donor')
(1, 'donoguht')
(1, 'donnas')
(1, 'donkeys,')
(1, "donkey's")
(1, 'done,')
(1, 'donalds')
(1, 'donald')
(1, 'donairs')
(1, 'donacy')
(1, 'dominoes')
(1, 'dominatrix')
(1, 'domiciles')
(1, 'domicile,')
(1, 'domed,')
(1, 'dome,')
(1, 'dom/rhein')
(1, 'dollar"')
(1, 'doll-house')
(1, 'doilies,')
(1, 'doilies')
(1, 'dogi')
(1, 'doghnut')
(1, 'dogging')
(1, 'dof')
(1, 'doesnt')
(1, "doesn't,")
(1, 'doecarted')
(1, 'dodges')
(1, "dodger's")
(1, 'dodger')
(1, 'documenting')
(1, 'documented')
(1, 'documentation')
(1, 'docorated')
(1, 'dockside')
(1, 'docks,')
(1, 'docked,')
(1, "dock's")
(1, "doc's")
(1, 'doc')
(1, 'doberman')
(1, 'do9g')
(1, 'do-nut')
(1, 'do-it-yourself')
(1, 'do,')
(1, 'dnow')
(1, 'dn')
(1, 'dmv')
(1, 'dlvd"')
(1, 'django')
(1, "dj's")
(1, 'diy')
(1, 'diwn')
(1, 'division"')
(1, 'dives,')
(1, 'divert"')
(1, 'diversified')
(1, 'diverge')
(1, 'divder')
(1, 'diush')
(1, 'ditches')
(1, 'disused')
(1, 'disturbing')
(1, 'disturb')
(1, 'district,')
(1, 'distributed')
(1, 'distress')
(1, 'distract')
(1, 'distortions')
(1, 'distorting')
(1, 'distnace')
(1, 'distinctly')
(1, 'distinctively')
(1, 'distince')
(1, 'distatse')
(1, 'distantly')
(1, 'dissolve')
(1, 'dissected')
(1, 'dissallusioned')
(1, 'disrupt')
(1, 'disrespectful')
(1, 'disrepair,')
(1, 'dispute')
(1, 'disposed')
(1, 'disposals')
(1, 'displeasure')
(1, 'display/tv')
(1, 'displaced')
(1, 'disperses')
(1, 'dispensers,')
(1, 'dispense')
(1, 'dispencer')
(1, 'dispaying')
(1, 'dispatch')
(1, 'disoriented')
(1, 'disneys')
(1, 'dismantled,')
(1, 'dismal')
(1, 'dislplay')
(1, 'dislodged')
(1, 'disks,')
(1, 'disintegrates')
(1, 'disinfecting')
(1, 'disinfected')
(1, 'dishtowels')
(1, 'dishes:')
(1, 'dishelved')
(1, 'disgustingly')
(1, 'disgust')
(1, 'disguising')
(1, 'disfigured')
(1, 'disert')
(1, 'disease')
(1, 'discus')
(1, 'discs,')
(1, 'discribing')
(1, 'discreetly')
(1, 'discreet')
(1, 'discovering')
(1, 'discouraging')
(1, 'discount')
(1, 'discontentedly')
(1, 'discharging')
(1, 'discharge')
(1, 'discernable')
(1, 'discards')
(1, 'discarding')
(1, 'disc-shaped')
(1, 'disbursing')
(1, 'disbelief')
(1, 'disassociate')
(1, 'disassembled,')
(1, 'disarrayed')
(1, 'disapproving')
(1, 'disappointment')
(1, 'disappointedly')
(1, 'dis')
(1, 'dirties')
(1, 'dirtbiks')
(1, 'dirt-covered')
(1, 'dirst')
(1, 'dirnking')
(1, 'directv')
(1, 'directtv')
(1, 'directory')
(1, 'directors')
(1, 'directories')
(1, 'director')
(1, 'directionals')
(1, 'directional,')
(1, 'direction?')
(1, 'dir4ty')
(1, 'dips,')
(1, 'dipping?')
(1, 'diplomats')
(1, 'dinning-room')
(1, 'dinnerplate')
(1, 'dinner?')
(1, 'dink')
(1, 'diningt')
(1, 'dining-room')
(1, 'dining,')
(1, 'dingy,')
(1, 'dinghies')
(1, 'ding')
(1, 'diner,')
(1, 'dinasaur,')
(1, 'din')
(1, 'dimmly')
(1, 'dimming')
(1, 'dimly-')
(1, 'dim/low')
(1, 'dilbert')
(1, 'diiced')
(1, 'digitized')
(1, 'digitally"')
(1, 'digger')
(1, 'digestif')
(1, 'digeneres')
(1, 'difrections')
(1, 'diffuser')
(1, 'diffracted')
(1, 'difficulty')
(1, 'difficult"')
(1, 'differnet')
(1, 'differest')
(1, 'differently,')
(1, 'differentiated')
(1, 'different,')
(1, 'differed')
(1, 'diff-user,')
(1, 'diferent')
(1, 'dies')
(1, 'diego')
(1, 'diecast')
(1, 'dicussion')
(1, 'dictionaries')
(1, 'dictation')
(1, 'diary')
(1, 'diapered')
(1, 'diamonds')
(1, 'diamond-')
(1, 'dialog')
(1, 'dia')
(1, 'di')
(1, 'dfood')
(1, 'deze')
(1, 'dextrous')
(1, 'dexter')
(1, 'dexk')
(1, 'dew,')
(1, 'devouring')
(1, 'devour')
(1, 'devoted')
(1, 'devises')
(1, 'devised')
(1, 'devise')
(1, 'deviously')
(1, 'devilishly')
(1, "devil's")
(1, 'devices(remotes)')
(1, "device's")
(1, 'devastating')
(1, 'detritus')
(1, 'detracts')
(1, 'detours')
(1, 'deters')
(1, 'determines')
(1, 'determine')
(1, 'deteriorating')
(1, 'deteriorated')
(1, 'detergents,')
(1, 'detailing,')
(1, 'detailed,')
(1, 'detail,')
(1, 'detachable')
(1, 'destructive')
(1, 'destruction",')
(1, 'destruction')
(1, 'destructed')
(1, 'destroying')
(1, 'destroyer')
(1, 'destroy"')
(1, 'destroy')
(1, 'dest')
(1, 'desserts;')
(1, 'despondent')
(1, 'despicable')
(1, 'desperately')
(1, 'despair')
(1, 'desl')
(1, 'desk-top')
(1, 'desired')
(1, 'desing')
(1, 'desination')
(1, 'designers')
(1, 'designed,')
(1, 'designation')
(1, 'desgin')
(1, 'deserved')
(1, 'deserter')
(1, 'deserted,')
(1, 'desert-like')
(1, 'deser')
(1, 'descript')
(1, 'described')
(1, 'desceibes')
(1, 'derrick')
(1, 'derby"')
(1, 'derailed,')
(1, 'depressors')
(1, 'depressing')
(1, 'depp')
(1, 'depots')
(1, 'depositing')
(1, 'deposit')
(1, 'deportation')
(1, 'deployed,')
(1, 'deplane')
(1, 'depics')
(1, "department's")
(1, 'deoderant,')
(1, 'deocrations')
(1, 'deocrated')
(1, 'deocorative')
(1, 'deocorated')
(1, 'deocarated')
(1, 'denver')
(1, 'dents')
(1, "dentist's")
(1, 'dent')
(1, 'densly')
(1, 'density')
(1, 'dense,')
(1, "denny's")
(1, 'denmark')
(1, 'den/living')
(1, 'demurely')
(1, 'demos')
(1, 'demonstrated')
(1, 'demolishing')
(1, 'demolished,')
(1, 'demoed')
(1, 'demarcating')
(1, 'dellphone')
(1, 'deliverage')
(1, 'deliteful')
(1, 'deliscious')
(1, 'delineation')
(1, 'delighted')
(1, 'delight"')
(1, 'delicately-designed')
(1, 'delicacies')
(1, 'delhi')
(1, 'delft')
(1, 'delaware')
(1, 'delapitated')
(1, 'delacourte')
(1, 'deks')
(1, 'dekcer')
(1, 'deil')
(1, 'deign')
(1, 'deicer')
(1, 'deicately')
(1, 'degrees,')
(1, 'degree')
(1, 'degraded')
(1, 'defrost')
(1, 'deforested')
(1, 'deflect')
(1, 'deflating')
(1, 'definition')
(1, 'defined')
(1, 'defies')
(1, 'defended')
(1, 'def')
(1, 'deeper')
(1, 'deep-blue')
(1, 'dedication')
(1, 'decrepid')
(1, 'decrative')
(1, 'decors')
(1, 'decoratives')
(1, 'decorations)')
(1, 'decorarted')
(1, 'decoarted')
(1, 'decluttered')
(1, 'declining')
(1, 'declaration')
(1, 'decked,')
(1, 'deckard')
(1, 'deck,the')
(1, 'decision')
(1, 'decidantly')
(1, 'deceptions')
(1, 'decently')
(1, 'deceased')
(1, 'decays')
(1, 'decapitated')
(1, 'decal-decorated')
(1, 'decade')
(1, 'debt')
(1, 'debris,')
(1, 'debra')
(1, 'deathly')
(1, "death's")
(1, 'deans')
(1, "dealer's")
(1, 'deadhorse')
(1, 'ddr')
(1, 'dc-4e')
(1, 'dazed')
(1, 'daytona')
(1, 'daytime,')
(1, 'dayligth')
(1, 'daydreams')
(1, 'daydreaming')
(1, 'day-beds')
(1, 'day,"')
(1, "day's")
(1, 'dawned')
(1, 'dawg!')
(1, 'davenport')
(1, 'dauntingly')
(1, 'daugther')
(1, 'dauchsand')
(1, 'datsun')
(1, 'dating')
(1, 'datestamp')
(1, 'date,')
(1, 'data,')
(1, 'dashing')
(1, 'dashes')
(1, 'dash-cam')
(1, 'darnkess')
(1, 'darning')
(1, 'darkroom')
(1, 'darkness,')
(1, 'darken')
(1, 'dark-wood')
(1, 'dark-skinned')
(1, 'dark-shirted')
(1, 'dark-furred')
(1, 'dar')
(1, 'danube')
(1, 'danishes,')
(1, 'danishes')
(1, 'danger!"')
(1, 'dane')
(1, 'dandy')
(1, 'dancing?')
(1, 'dancers,')
(1, 'dance,')
(1, 'danair')
(1, 'dan')
(1, 'dampens')
(1, 'damn')
(1, 'dalmation,')
(1, 'dalal')
(1, 'daises,')
(1, 'daises')
(1, 'dailies')
(1, 'dagoba')
(1, 'dagger')
(1, 'daffodil')
(1, 'dachund')
(1, 'dachshunds')
(1, 'dab')
(1, 'd9ughnut')
(1, "d'oeuvres,")
(1, "d'oeuvre")
(1, "d'art")
(1, "d'armes")
(1, 'czech')
(1, 'cyprus')
(1, 'cyon')
(1, 'cylinder-shaped')
(1, 'cylinder,')
(1, 'cyco')
(1, 'cyclone')
(1, 'cyclist,')
(1, "cyclist's")
(1, 'cycles,')
(1, 'cycle,')
(1, "cycle's")
(1, 'cvat')
(1, 'cuuntertop')
(1, 'cutting/serving')
(1, 'cuttered')
(1, 'cutlets')
(1, 'cuter')
(1, 'cut-out')
(1, 'customs"')
(1, 'customizing')
(1, 'customizable')
(1, "customer's")
(1, 'custard,')
(1, 'cushy')
(1, 'cushions,one')
(1, 'cushions,')
(1, 'cushioning,')
(1, 'cushio')
(1, 'curve?')
(1, 'curtsying')
(1, 'curtis')
(1, 'curtians')
(1, 'curtains,a')
(1, 'curtainless')
(1, 'cursing')
(1, 'curry,')
(1, 'curried')
(1, 'curran')
(1, 'curiousity')
(1, 'curditie')
(1, 'curd')
(1, 'curbing')
(1, 'cupts')
(1, 'cupped')
(1, 'cuppbord')
(1, 'cuppards')
(1, 'cupp')
(1, 'cupola,')
(1, 'cupid')
(1, 'cupcake"')
(1, 'cupbaords')
(1, 'cunning')
(1, 'cumpleanos')
(1, 'cumming')
(1, 'cumfybus')
(1, 'cumbers')
(1, 'cultivate')
(1, 'culterly')
(1, 'cult')
(1, 'culminating')
(1, 'culminates')
(1, 'cuisineart')
(1, 'cuisinart')
(1, 'cuffs')
(1, 'cufflinks')
(1, 'cues')
(1, 'cueing')
(1, 'cue')
(1, 'cuddly')
(1, 'cucumbers,sauce')
(1, 'cubs,')
(1, 'cubbard')
(1, 'cub,')
(1, 'ctrl')
(1, 'ctg')
(1, 'crystals')
(1, 'crystal,')
(1, 'cryptic')
(1, 'cryong')
(1, 'cryllic')
(1, 'crutch')
(1, 'crusts,')
(1, 'crustless')
(1, 'crust"')
(1, 'crusiers')
(1, 'crusader')
(1, 'crunchy')
(1, 'crunching')
(1, 'crunch')
(1, 'crumby')
(1, 'crumble')
(1, 'cruisers')
(1, 'cruiseboat')
(1, 'cruets')
(1, 'cruelly')
(1, 'crudely')
(1, 'cruddy')
(1, 'crucifixion')
(1, 'crub')
(1, 'crowsswalk')
(1, 'crowf')
(1, 'crowds,')
(1, 'crowd-lined')
(1, 'crowbar')
(1, 'crow\\d')
(1, "crow's")
(1, 'crout')
(1, 'crouching,')
(1, 'crouches,')
(1, 'crotchet')
(1, 'crotches')
(1, 'crostini')
(1, 'crosswords')
(1, 'crossways')
(1, 'crossway')
(1, 'crosswalkj')
(1, 'crossover')
(1, 'crosslegged')
(1, "crossing'")
(1, 'crossigna')
(1, 'crosses,')
(1, 'crossbones"')
(1, 'cross-street')
(1, 'cross-stitch')
(1, 'cross-roads')
(1, 'cross-dressing')
(1, 'cross-dresser')
(1, 'cronut')
(1, 'crone')
(1, 'croix')
(1, 'croisants')
(1, 'crocs')
(1, 'crocodiles')
(1, 'crocodile')
(1, 'crocks')
(1, 'crockpots')
(1, 'crockett')
(1, 'crocked')
(1, 'crocheting')
(1, 'crocheted,')
(1, 'croc')
(1, 'croatia')
(1, 'critter')
(1, 'crissants')
(1, 'criss-crossing')
(1, 'crispie')
(1, 'crisp,')
(1, 'crip')
(1, 'crinkled')
(1, 'crinkle-cut')
(1, 'cringing')
(1, 'cringes')
(1, 'crime')
(1, 'cricked')
(1, 'crh')
(1, 'crewmen')
(1, 'crewman')
(1, 'crestless')
(1, 'crescents')
(1, 'crepe-like')
(1, 'creeps')
(1, 'creel')
(1, 'creek,')
(1, 'credits')
(1, 'credenza')
(1, 'creatures,')
(1, 'creature-themed')
(1, 'creator')
(1, 'creativity,')
(1, 'creativity')
(1, 'creative,')
(1, 'creates,')
(1, 'creamer,')
(1, 'creame')
(1, 'cream"')
(1, 'crazes')
(1, 'crayon')
(1, 'craws')
(1, 'crawled')
(1, 'crawl')
(1, 'craved')
(1, 'crave')
(1, 'crates,')
(1, 'crated')
(1, 'crash,')
(1, 'cranky')
(1, 'craned')
(1, 'cranberry,')
(1, 'crams')
(1, 'cram')
(1, "craftsman's")
(1, 'craftsman')
(1, 'crackling')
(1, 'crabs,')
(1, 'coziest')
(1, 'cozied')
(1, 'coy')
(1, 'cox')
(1, 'coworkers,')
(1, 'coworker')
(1, 'cowl')
(1, 'cowi')
(1, 'cowhide')
(1, "cowgirl's")
(1, 'cowering')
(1, 'cowered')
(1, 'cowboy,')
(1, 'cowbird')
(1, 'cow/')
(1, 'cow-like')
(1, 'coveted')
(1, 'coversation')
(1, 'coverered')
(1, 'covere')
(1, 'coverage')
(1, 'cover-up')
(1, "cover's")
(1, 'coved')
(1, 'couture')
(1, 'couscous,')
(1, 'courtside')
(1, 'courtland')
(1, "court's")
(1, 'court"')
(1, 'courst')
(1, 'coursing')
(1, 'courageous')
(1, 'cour')
(1, 'coupple')
(1, 'coupme')
(1, 'couples,three')
(1, 'couples,')
(1, 'countrytown')
(1, 'countryside;')
(1, 'countless')
(1, 'countetop')
(1, 'counterparts')
(1, 'counter/sink')
(1, 'counter-topped')
(1, 'counrty')
(1, 'council')
(1, 'counch')
(1, 'coumputer')
(1, 'coule')
(1, 'couldron')
(1, "couldn't")
(1, 'coughs')
(1, 'coue')
(1, 'couching')
(1, 'couches,,')
(1, 'couche,')
(1, 'couch-bed')
(1, "couch's")
(1, 'couach')
(1, 'cou')
(1, 'cottonwood')
(1, 'cot,')
(1, 'cosutme')
(1, 'costumer')
(1, 'costner')
(1, 'costco')
(1, 'cosplayer')
(1, 'cosmic')
(1, 'cosmetics,')
(1, 'corvette')
(1, 'corssing')
(1, 'corroded')
(1, 'corresponding')
(1, 'correspondence')
(1, 'corralling')
(1, 'corraled')
(1, 'corporate"')
(1, 'coroner')
(1, 'coronation')
(1, 'cornucopia,')
(1, 'cornucopia')
(1, 'cornmeal,')
(1, 'cornichons,')
(1, 'cornflakes,')
(1, 'cornering')
(1, 'corner4-5')
(1, 'corner"')
(1, 'cornel')
(1, 'corned-beef')
(1, 'cormorants')
(1, 'corgy')
(1, 'corer')
(1, 'corener')
(1, 'corel')
(1, 'cored')
(1, 'cordoroy')
(1, 'cordeau')
(1, 'corch')
(1, 'coraling')
(1, 'corale')
(1, 'corail')
(1, 'copyrighted')
(1, 'copus')
(1, 'copula')
(1, 'cople')
(1, 'coping')
(1, 'cope')
(1, 'coordination')
(1, 'coordinates')
(1, 'coordinate')
(1, 'coops')
(1, 'cooperative')
(1, 'cooly')
(1, 'cooler,')
(1, 'cookstove')
(1, 'cookiewhich')
(1, 'cookie-ice')
(1, 'cookbook,')
(1, 'cooffee')
(1, 'cood')
(1, 'coocnut')
(1, 'coo-coo')
(1, 'cony')
(1, 'convieniant')
(1, 'conveyance,')
(1, 'convey')
(1, 'convery')
(1, 'convertable')
(1, 'conversing,')
(1, 'conversational')
(1, 'conversating')
(1, 'conversate')
(1, 'converging')
(1, 'convered')
(1, 'conventioneers')
(1, "convention's")
(1, 'conveniently')
(1, 'convened')
(1, 'convair')
(1, 'contruction')
(1, 'controlrs')
(1, 'controllersin')
(1, 'controllers;')
(1, "controller's")
(1, 'controlers')
(1, 'controler')
(1, 'contoured')
(1, 'contorting')
(1, 'contoll')
(1, 'contest,')
(1, 'contertops')
(1, 'contents,')
(1, 'contented')
(1, 'contemplatively')
(1, 'contemplation')
(1, 'contemplate')
(1, 'containment')
(1, 'containi8ng')
(1, 'contacts')
(1, 'consulted')
(1, 'consult')
(1, 'constructional')
(1, 'construction,')
(1, 'constructed,')
(1, 'construcion')
(1, 'constriction')
(1, 'constrained')
(1, 'consternation')
(1, 'constant')
(1, 'conspicuously')
(1, 'conspicuous')
(1, 'consistingof')
(1, 'consistes')
(1, 'consisted')
(1, 'considered')
(1, 'considerable')
(1, 'consider')
(1, 'conserving')
(1, 'conservatory')
(1, 'conservative')
(1, 'conscious')
(1, 'conroller')
(1, 'connsole')
(1, 'connie')
(1, 'connector')
(1, 'connection,')
(1, 'connected,')
(1, 'conjoined')
(1, 'conitions')
(1, 'coning')
(1, 'conifer')
(1, 'congregates')
(1, 'congratulatory')
(1, 'congratulates')
(1, 'conglomerate')
(1, 'congealed')
(1, 'congaing')
(1, 'confused-')
(1, 'confrontation')
(1, 'conflicts')
(1, 'confiseri')
(1, 'confining')
(1, 'configurations')
(1, 'configuration')
(1, 'confieserie')
(1, 'confers')
(1, 'confer')
(1, 'confections,')
(1, 'confections')
(1, 'confectionery')
(1, "confectioner's")
(1, 'confection,')
(1, 'coned-shaped')
(1, 'coned-off')
(1, 'cone-shaped')
(1, 'cone"')
(1, 'conductor,')
(1, 'conduct')
(1, 'condos,')
(1, 'condor')
(1, 'condoms,')
(1, 'condominium')
(1, 'conditions,')
(1, 'condiment-sized')
(1, 'condemned')
(1, 'concreat')
(1, 'concourses')
(1, 'concorde')
(1, 'concord')
(1, 'concocted')
(1, 'conch')
(1, 'concerns')
(1, 'concerned-looking,')
(1, 'conceptual')
(1, 'concept,')
(1, 'concentric')
(1, 'concealing')
(1, 'conceal')
(1, 'con')
(1, 'comupter')
(1, 'comrades')
(1, 'computrs')
(1, 'computes')
(1, 'computer-related')
(1, 'computer,a')
(1, 'computed')
(1, 'compute,r')
(1, 'compuer')
(1, 'comprises')
(1, 'comprise')
(1, 'compressor')
(1, 'compressed')
(1, 'compouter')
(1, 'compost,')
(1, 'compost')
(1, 'composited')
(1, 'composing')
(1, 'compose')
(1, 'components;')
(1, 'complimented')
(1, 'complexly')
(1, 'completion')
(1, 'completeley')
(1, 'compiter')
(1, 'compettion')
(1, 'competitve')
(1, 'competitors,')
(1, 'competitively')
(1, 'competitions')
(1, 'competition,')
(1, 'competent')
(1, 'compensate')
(1, 'compatriot')
(1, 'compass,')
(1, 'compartments,')
(1, 'compartment,')
(1, 'compares')
(1, 'compaq')
(1, "company's")
(1, 'companct')
(1, 'compact,')
(1, 'comode')
(1, 'commuters"')
(1, 'communities')
(1, 'communing')
(1, 'communicates')
(1, 'commons')
(1, 'commonly')
(1, 'committing')
(1, 'committee')
(1, 'commitee')
(1, 'commission')
(1, 'commissary')
(1, 'commending')
(1, 'commencing,with')
(1, 'commanding')
(1, 'commanded')
(1, 'command')
(1, 'comma-shaped')
(1, 'cominmg')
(1, 'coming"')
(1, 'comig')
(1, 'comics,')
(1, 'comibing')
(1, 'comfortable,')
(1, 'comers')
(1, 'comedy')
(1, 'comdents')
(1, 'comcast')
(1, 'combos')
(1, 'combine')
(1, 'combinations')
(1, 'combination,')
(1, 'combi')
(1, 'column,')
(1, 'colts,')
(1, 'colts"')
(1, 'colossal')
(1, 'colorings')
(1, 'coloring,')
(1, 'colorfulful')
(1, 'colores')
(1, 'colored)')
(1, 'colord')
(1, 'coloration')
(1, 'color"')
(1, 'colonel')
(1, 'colombia')
(1, 'colnett')
(1, 'collective')
(1, 'collection,')
(1, 'collectibles,toys,and')
(1, 'collards')
(1, 'collar,')
(1, 'collapsing')
(1, 'collaged')
(1, 'collage,')
(1, 'collaborate')
(1, 'coll')
(1, 'colin')
(1, 'colege')
(1, 'colage')
(1, 'colada')
(1, 'cola-colored')
(1, 'cola-cola')
(1, 'cola,')
(1, 'cola"')
(1, 'coking')
(1, 'coiled')
(1, 'coiffed')
(1, 'cohabitate')
(1, 'cofidis')
(1, 'coffemaker')
(1, 'coffees,')
(1, 'coffees')
(1, 'coffeepots,')
(1, 'coffeecake')
(1, 'coffee,raisins,')
(1, 'cofee')
(1, 'coe')
(1, 'cocoa,')
(1, 'cockroaches')
(1, 'cockroach')
(1, 'cockpits')
(1, 'cocker,spaniel')
(1, 'cocked')
(1, 'cocered')
(1, 'cocatoos')
(1, 'cocacola')
(1, 'coca-colas')
(1, "coca-cola'")
(1, 'cobwebs')
(1, 'cobra,')
(1, 'cobra')
(1, 'cobblestones,')
(1, 'cobb')
(1, 'coat-of-arms')
(1, 'coastline,')
(1, 'coaster,')
(1, 'coastals')
(1, 'coart')
(1, 'coalition"')
(1, 'coal-fired')
(1, 'coaches,')
(1, 'coaches!"')
(1, 'coach"')
(1, 'co-workers')
(1, 'co-pilots')
(1, 'co-ed')
(1, 'cnter')
(1, 'cmera')
(1, 'cmapground')
(1, 'clyesdales')
(1, 'clydsdales')
(1, 'clydedales')
(1, 'clutter-free')
(1, 'cluter')
(1, 'clumpy')
(1, 'clumped')
(1, 'clubs,')
(1, 'clpse')
(1, 'clowning')
(1, 'clown,')
(1, 'clowcl')
(1, 'clove')
(1, 'cloudy,')
(1, 'clouds/')
(1, 'cloudless,')
(1, 'cloudily')
(1, 'cloud-flecked')
(1, 'cloud-bedecked')
(1, 'clots')
(1, 'cloths,and')
(1, 'cloths,')
(1, 'clothespin')
(1, 'clot')
(1, 'closures')
(1, 'closthes')
(1, 'closk')
(1, 'closeups')
(1, 'closeupo')
(1, 'close;')
(1, 'close-line')
(1, 'close-fitting')
(1, 'clorox')
(1, 'clones')
(1, 'clollecting')
(1, 'clok')
(1, 'clogs')
(1, 'clog')
(1, 'cloesd')
(1, 'cloe')
(1, 'clody')
(1, 'clockwise-order')
(1, 'clocksof')
(1, 'clocks?')
(1, 'clockface')
(1, 'clock/bell')
(1, 'clock-tower')
(1, "clock's")
(1, 'cloaked')
(1, 'clo0ck')
(1, 'clips,')
(1, 'clipboard,')
(1, 'clink')
(1, 'clinic"')
(1, 'cling')
(1, 'clinches')
(1, 'climate,')
(1, 'cliffy')
(1, 'cliffside')
(1, 'cliff,')
(1, 'clickers')
(1, 'cliced')
(1, 'clever')
(1, 'clerks')
(1, 'clerk')
(1, 'clerical')
(1, 'clergy')
(1, 'clenching')
(1, 'clementines,')
(1, 'clementine,')
(1, 'cleat')
(1, 'cleary')
(1, "clear'")
(1, 'cleanups')
(1, 'cleansers')
(1, 'cleanser,')
(1, 'cleaning",')
(1, 'cleaner,')
(1, 'clean-shaven,')
(1, 'clean-cut')
(1, 'claycourt')
(1, 'clay-court')
(1, 'clay,')
(1, 'claw-footed')
(1, 'claw"')
(1, 'clause,')
(1, 'claudia')
(1, 'classified')
(1, 'classically')
(1, 'class-enclosed')
(1, 'class"')
(1, 'clasroom')
(1, 'clarifying')
(1, 'claps')
(1, 'clapping,')
(1, 'clamshell')
(1, 'clamor')
(1, 'clair')
(1, 'claimy')
(1, 'claim,')
(1, 'ciy')
(1, 'civilian')
(1, 'civil-war')
(1, 'civic')
(1, 'cityscapes')
(1, 'citys')
(1, 'city-block')
(1, 'city"')
(1, 'citit')
(1, 'cities,')
(1, 'citation')
(1, 'cisterns')
(1, 'circuswear')
(1, 'circulator')
(1, 'circular,')
(1, 'cingular')
(1, 'cinematic')
(1, 'cinema')
(1, 'cincrete')
(1, 'cinco')
(1, 'cilantro,')
(1, 'cigerette')
(1, 'cigars')
(1, 'cigaretta')
(1, 'cigaret')
(1, 'cider"')
(1, 'chute,')
(1, 'churros,')
(1, 'churchyard')
(1, 'church"')
(1, 'chun')
(1, 'chucks')
(1, 'chuckie')
(1, 'chuch')
(1, 'chubby,')
(1, 'chrystal')
(1, 'chrysler')
(1, 'chronicling')
(1, 'chrome-colored')
(1, 'chrome,')
(1, 'chrome"')
(1, 'christmas-themed')
(1, 'christmas,')
(1, 'christmas"')
(1, 'christian')
(1, 'choy,')
(1, 'choy')
(1, 'chosen')
(1, 'chores')
(1, 'chords')
(1, 'choral')
(1, 'choppers')
(1, 'chopper"')
(1, 'choo"')
(1, 'choloate')
(1, 'choker')
(1, 'choke')
(1, 'choices,')
(1, 'chocolet')
(1, 'chocolaty')
(1, 'chocolates,')
(1, 'chocolate-covered,')
(1, 'chocloate')
(1, 'chock')
(1, 'chocalet')
(1, 'chocalate')
(1, 'chlid')
(1, 'chives,')
(1, 'chitinous')
(1, 'chiseled')
(1, 'chirps')
(1, 'chippy')
(1, 'chinese-style')
(1, 'chinaman')
(1, 'chimps')
(1, 'chime')
(1, 'chilli,')
(1, 'chili-dog')
(1, 'chilean')
(1, 'childish')
(1, 'childhood')
(1, 'child;s')
(1, "child's,")
(1, 'chilc')
(1, 'chikd')
(1, 'chiild')
(1, 'chiguagua')
(1, 'chielf')
(1, 'chiefs')
(1, 'chidden')
(1, 'chickpeas,')
(1, 'chicket')
(1, 'chicken-fried')
(1, 'chicken,broccoli,')
(1, 'chickadee')
(1, 'chicago"')
(1, 'chia')
(1, 'chevron')
(1, 'chesterfield')
(1, "chest's")
(1, 'chesse')
(1, 'chessboard')
(1, 'chess,')
(1, 'cherry,')
(1, 'cheney')
(1, 'chene')
(1, 'chemtrails')
(1, 'chemicals')
(1, 'chekcing')
(1, 'cheffin')
(1, 'cheezy')
(1, 'cheeze')
(1, 'cheesie')
(1, 'cheesesticks')
(1, 'cheesesteak')
(1, 'cheeseless')
(1, 'cheesed')
(1, 'cheeseburgers')
(1, 'cheeseburger,')
(1, 'cheese;')
(1, 'cheesburger')
(1, 'cheers,')
(1, 'cheerios')
(1, 'cheerful,')
(1, 'cheep')
(1, 'cheeks,')
(1, 'cheekbones')
(1, 'checkout,')
(1, 'checking-out')
(1, 'checkered,')
